created_at,retweet_count,sentiment,followers_count,verified
1523052020,0,0.5,24901,0
1523052002,0,0.5,1231,0
1523052000,0,0.5,360,0
1523052003,0,0.5,10,0
1523052002,0,0.5,85,0
1523052027,0,0.5,9173,0
1523052019,0,0.5,437,0
1523052028,101,0.5,623,0
1523052031,1,0.5,431,0
1523052015,7,0.5,57,0
1523052010,0,0.5,15895,0
1523052023,260,0.5,733,0
1523052013,3282,0.5,258,0
1523052000,0,0.5,63,0
1523052000,0,0.5,247,0
1523052018,952,0.5,5,0
1523052018,952,0.5,5,0
1523052003,0,0.5,1087,0
1523052003,0,0.5,10701,0
1523052034,1,0.5,431,0
1523052053,0,0.5,78,0
1523052019,101,0.5,10327,0
1523052030,213,0.5,1632,0
1523052001,0,0.5,1087,0
1523052027,0,0.5,302,0
1523052018,3,0.5,367,0
1523052003,0,0.5,1772,0
1523052015,0,0.5,4433,0
1523052004,0,0.5,27,0
1523052003,0,0.5,1087,0
1523052015,0,0.5,39045,0
1523052004,0,0.5,27,0
1523052004,0,0.5,2173,0
1523052005,0,0.5,66,0
1523052028,1903,0.5,2402,0
1523052008,0,0.5,428,0
1523052004,0,0.5,9851,0
1523052002,0,0.5,1570,0
1523052016,288,0.5,12966,0
1523052003,0,0.5,174,0
1523052002,0,0.5,305,0
1523052001,0,0.5,3758,0
1523052013,0,0.5,15995,0
1523052004,0,0.5,2813,0
1523052003,0,0.5,10701,0
1523052004,0,0.5,1881,0
1523052005,0,0.5,1881,0
1523052015,7,0.5,57,0
1523052004,0,0.5,9851,0
1523052009,4,0.5,5,0
1523052028,101,0.5,623,0
1523052040,0,0.5,90,0
1523052011,0,0.5,5193,0
1523052018,0,0.5,2687,0
1523052028,3,0.5,34,0
1523052031,0,0.5,602,0
1523052002,1,0.5,34395,0
1523052002,0,0.5,1231,0
1523052010,0,0.5,15895,0
1523052015,0,0.5,9948,0
1523052012,68,0.5,12,0
1523052013,3282,0.5,258,0
1523052015,0,0.5,4433,0
1523052015,0,0.5,9948,0
1523052003,0,0.5,1881,0
1523052013,0,0.5,15995,0
1523052013,68,0.5,1573,0
1523052015,0,0.5,39045,0
1523052015,7,0.5,57,0
1523052000,4886,0.5,977,0
1523052001,0,0.5,92,0
1523052002,0,0.5,2853,0
1523052041,39,0.5,131,0
1523052033,0,0.5,1316,0
1523052018,952,0.5,5,0
1523052031,1,0.5,431,0
1523052000,4886,0.5,977,0
1523052015,0,0.5,4433,0
1523052026,0,0.5,2191,0
1523052013,0,0.5,15995,0
1523052000,0,0.5,360,0
1523052000,0,0.5,63,0
1523052025,0,0.5,25,0
1523052013,3282,0.5,258,0
1523052012,68,0.5,12,0
1523052011,0,0.5,5193,0
1523052008,0,0.5,428,0
1523052000,4886,0.5,977,0
1523052019,101,0.5,10327,0
1523052000,0,0.5,360,0
1523052015,0,0.5,9948,0
1523052031,0,0.5,602,0
1523052051,24,0.5,152,0
1523052030,0,0.5,268,0
1523052026,0,0.5,2191,0
1523052023,1,0.5,346,0
1523052000,0,0.5,63,0
1523052000,0,0.5,360,0
1523052016,4286,0.5,3,0
1523052039,0,0.5,553,0
1523052018,3,0.5,367,0
1523052002,0,0.5,589,0
1523052030,5,0.5,43,0
1523052003,0,0.5,10,0
1523052027,0,0.5,9173,0
1523052013,3282,0.5,258,0
1523052028,101,0.5,623,0
1523052018,952,0.5,5,0
1523052028,0,0.5,58,0
1523052020,0,0.5,5179,0
1523052026,0,0.5,287,0
1523052003,0,0.5,1881,0
1523052003,0,0.5,1881,0
1523052003,0,0.5,174,0
1523052018,3,0.5,367,0
1523052023,1,0.5,346,0
1523052003,0,0.5,10,0
1523052002,1,0.5,34395,0
1523052017,1,0.5,16427,0
1523052000,0,0.5,247,0
1523052001,0,0.5,3758,0
1523052016,4286,0.5,3,0
1523052039,0,0.5,823,0
1523052017,0,0.5,16427,0
1523052020,0,0.5,105,0
1523052040,0,0.5,90,0
1523052016,4286,0.5,3,0
1523052028,0,0.5,58,0
1523052011,0,0.5,5193,0
1523052016,288,0.5,12966,0
1523052002,0,0.5,589,0
1523052037,0,0.5,59,0
1523052013,68,0.5,1573,0
1523052023,0,0.5,27,0
1523052031,1,0.5,431,0
1523052035,0,0.5,138,0
1523052030,6,0.5,43,0
1523052008,0,0.5,428,0
1523052023,1,0.5,346,0
1523052023,0,0.5,34,0
1523052033,0,0.5,51,0
1523052000,0,0.5,247,0
1523052002,0,0.5,589,0
1523052031,0,0.5,150,0
1523052024,6,0.5,5085,0
1523052007,3,0.5,2061,0
1523052030,365,0.5,1632,0
1523052029,0,0.5,7081,0
1523052016,4286,0.5,3,0
1523052030,0,0.5,176,0
1523052039,0,0.5,553,0
1523052025,0,0.5,25,0
1523052007,3,0.5,2061,0
1523052030,94,0.5,862,0
1523052029,0,0.5,7081,0
1523052030,0,0.5,268,0
1523052003,0,0.5,1881,0
1523052004,0,0.5,2813,0
1523052015,7,0.5,57,0
1523052003,0,0.5,10701,0
1523052015,0,0.5,4433,0
1523052012,68,0.5,12,0
1523052015,0,0.5,9948,0
1523052028,0,0.5,58,0
1523052013,0,0.5,15995,0
1523052002,0,0.5,589,0
1523052013,3283,0.5,258,0
1523052013,68,0.5,1573,0
1523052012,68,0.5,12,0
1523052011,0,0.5,427,0
1523052005,0,0.5,1881,0
1523052011,0,0.5,5193,0
1523052019,0,0.5,437,0
1523052021,0,0.5,12279,0
1523052010,0,0.5,15895,0
1523052009,4,0.5,5,0
1523052008,0,0.5,428,0
1523052007,3,0.5,2061,0
1523052007,0,0.5,1881,0
1523052006,213,0.5,12966,0
1523052005,0,0.5,182,0
1523052005,0,0.5,1881,0
1523052005,0,0.5,66,0
1523052004,0,0.5,1881,0
1523052004,0,0.5,27,0
1523052004,0,0.5,2813,0
1523052015,0,0.5,9948,0
1523052019,101,0.5,10327,0
1523052020,0,0.5,5179,0
1523052007,0,0.5,1881,0
1523052004,0,0.5,9851,0
1523052015,7,0.5,57,0
1523052003,0,0.5,10,0
1523052016,288,0.5,12966,0
1523052015,7,0.5,57,0
1523052020,0,0.5,105,0
1523052003,0,0.5,174,0
1523052013,0,0.5,15995,0
1523052002,0,0.5,1570,0
1523052002,0,0.5,305,0
1523052002,0,0.5,1231,0
1523052011,0,0.5,427,0
1523052003,0,0.5,1772,0
1523052002,0,0.5,2853,0
1523052002,0,0.5,85,0
1523052002,3439,0.5,236,0
1523052002,0,0.5,10088,0
1523052002,0,0.5,392,0
1523052012,68,0.5,12,0
1523052002,0,0.5,589,0
1523052000,4886,0.5,977,0
1523052000,0,0.5,247,0
1523052009,4,0.5,5,0
1523052007,0,0.5,1881,0
1523052034,1,0.5,431,0
1523052030,5,0.5,43,0
1523052015,0,0.5,39045,0
1523052001,0,0.5,92,0
1523052031,0,0.5,602,0
1523052002,3439,0.5,236,0
1523052011,0,0.5,5193,0
1523052028,0,0.5,58,0
1523052011,0,0.5,5193,0
1523052006,213,0.5,12966,0
1523052013,68,0.5,1573,0
1523052013,68,0.5,1573,0
1523052002,0,0.5,10088,0
1523052023,0,0.5,27,0
1523052008,0,0.5,428,0
1523052002,0,0.5,392,0
1523052049,38,0.5,1564,0
1523052030,6,0.5,43,0
1523052004,0,0.5,2813,0
1523052026,0,0.5,2191,0
1523052037,0,0.5,126,0
1523052015,7,0.5,57,0
1523052002,0,0.5,2853,0
1523052013,0,0.5,15995,0
1523052010,0,0.5,15895,0
1523052020,7,0.5,138,0
1523052000,0,0.5,360,0
1523052036,3283,0.5,236,0
1523052020,0,0.5,105,0
1523052024,6,0.5,5085,0
1523052025,61,0.5,164,0
1523052023,1,0.5,346,0
1523052039,0,0.5,823,0
1523052041,0,0.5,60,0
1523052002,0,0.5,1231,0
1523052023,1,0.5,346,0
1523052020,0,0.5,5179,0
1523052004,0,0.5,27,0
1523052000,0,0.5,360,0
1523052001,0,0.5,589,0
1523052041,1,0.5,1927,0
1523052031,1,0.5,431,0
1523052015,0,0.5,4433,0
1523052034,1,0.5,431,0
1523052033,0,0.5,1316,0
1523052037,0,0.5,59,0
1523052039,0,0.5,553,0
1523052031,0,0.5,602,0
1523052002,0,0.5,10088,0
1523052017,0,0.5,16427,0
1523052016,4286,0.5,3,0
1523052009,4,0.5,5,0
1523052016,288,0.5,12966,0
1523052015,0,0.5,39045,0
1523052015,7,0.5,57,0
1523052015,0,0.5,4433,0
1523052015,0,0.5,9948,0
1523052013,0,0.5,15995,0
1523052000,0,0.5,247,0
1523052013,3282,0.5,258,0
1523052013,68,0.5,1573,0
1523052012,68,0.5,12,0
1523052011,0,0.5,427,0
1523052001,13,0.5,1240,0
1523052002,0,0.5,589,0
1523052003,0,0.5,1772,0
1523052002,0,0.5,305,0
1523052008,0,0.5,428,0
1523052007,3,0.5,2061,0
1523052017,1,0.5,16427,0
1523052016,4286,0.5,3,0
1523052016,288,0.5,12966,0
1523052015,0,0.5,39045,0
1523052015,7,0.5,57,0
1523052015,0,0.5,4433,0
1523052002,3439,0.5,236,0
1523052015,0,0.5,9948,0
1523052004,0,0.5,2813,0
1523052015,0,0.5,9948,0
1523052004,0,0.5,2173,0
1523052000,0,0.5,477,0
1523052003,0,0.5,10701,0
1523052011,0,0.5,427,0
1523052002,0,0.5,1231,0
1523052001,0,0.5,589,0
1523052005,0,0.5,182,0
1523052010,0,0.5,15895,0
1523052039,0,0.5,553,0
1523052008,0,0.5,428,0
1523052008,0,0.5,428,0
1523052007,3,0.5,2061,0
1523052031,0,0.5,150,0
1523052037,0,0.5,59,0
1523052023,1,0.5,346,0
1523052000,0,0.5,247,0
1523052044,0,0.5,149,0
1523052043,0,0.5,1460,0
1523052043,0,0.5,139,0
1523052045,1,0.5,431,0
1523052010,0,0.5,15895,0
1523052041,39,0.5,131,0
1523052041,5214,0.5,76,0
1523052037,0,0.5,126,0
1523052003,0,0.5,10701,0
1523052031,1,0.5,431,0
1523052043,0,0.5,7611,0
1523052029,0,0.5,7081,0
1523052003,0,0.5,1881,0
1523052002,0,0.5,85,0
1523052030,6,0.5,43,0
1523052005,0,0.5,182,0
1523052018,3,0.5,367,0
1523052007,3,0.5,2061,0
1523052007,3,0.5,2061,0
1523052041,0,0.5,60,0
1523052000,0,0.5,247,0
1523052002,0,0.5,589,0
1523052027,0,0.5,302,0
1523052020,0,0.5,105,0
1523052030,5,0.5,43,0
1523052043,0,0.5,1460,0
1523052029,0,0.5,7081,0
1523052013,3282,0.5,258,0
1523052028,3,0.5,893,0
1523052030,94,0.5,862,0
1523052007,0,0.5,1881,0
1523052029,1,0.5,431,0
1523052004,0,0.5,27,0
1523052000,0,0.5,360,0
1523052031,1,0.5,431,0
1523052001,0,0.5,589,0
1523052004,0,0.5,1881,0
1523052002,1,0.5,34395,0
1523052011,0,0.5,427,0
1523052003,0,0.5,10,0
1523052003,0,0.5,10,0
1523052030,5,0.5,43,0
1523052023,1,0.5,346,0
1523052013,68,0.5,1573,0
1523052030,94,0.5,862,0
1523052029,1,0.5,431,0
1523052034,1,0.5,431,0
1523052011,0,0.5,427,0
1523052003,0,0.5,10701,0
1523052028,0,0.5,58,0
1523052008,0,0.5,428,0
1523052028,1903,0.5,2402,0
1523052036,3283,0.5,236,0
1523052007,0,0.5,1881,0
1523052005,0,0.5,182,0
1523052022,7,0.5,1560,0
1523052004,0,0.5,2173,0
1523052027,0,0.5,9173,0
1523052030,0,0.5,268,0
1523052035,0,0.5,23,0
1523052025,0,0.5,25,0
1523052028,3,0.5,34,0
1523052030,365,0.5,1632,0
1523052004,0,0.5,2173,0
1523052020,0,0.5,105,0
1523052024,6,0.5,5085,0
1523052003,0,0.5,10,0
1523052002,0,0.5,1570,0
1523052003,0,0.5,10701,0
1523052020,0,0.5,24901,0
1523052039,0,0.5,823,0
1523052023,0,0.5,34,0
1523052023,0,0.5,27,0
1523052003,0,0.5,174,0
1523052002,0,0.5,1570,0
1523052002,0,0.5,305,0
1523052023,1,0.5,346,0
1523052023,0,0.5,27,0
1523052023,260,0.5,733,0
1523052022,7,0.5,1560,0
1523052012,68,0.5,12,0
1523052021,0,0.5,41,0
1523052002,0,0.5,10088,0
1523052026,0,0.5,287,0
1523052025,61,0.5,164,0
1523052023,0,0.5,27,0
1523052022,7,0.5,1560,0
1523052029,0,0.5,7081,0
1523052020,0,0.5,24901,0
1523052039,0,0.5,823,0
1523052004,0,0.5,1881,0
1523052004,0,0.5,27,0
1523052004,0,0.5,2813,0
1523052004,0,0.5,2173,0
1523052004,0,0.5,9851,0
1523052004,0,0.5,1881,0
1523052003,0,0.5,10701,0
1523052003,0,0.5,10,0
1523052034,1,0.5,431,0
1523052028,3,0.5,893,0
1523052003,0,0.5,1881,0
1523052003,0,0.5,174,0
1523052002,0,0.5,1570,0
1523052018,3,0.5,367,0
1523052031,1,0.5,431,0
1523052002,0,0.5,1231,0
1523052002,0,0.5,2853,0
1523052013,0,0.5,15995,0
1523052031,0,0.5,602,0
1523052004,0,0.5,9851,0
1523052002,0,0.5,1231,0
1523052033,0,0.5,51,0
1523052033,0,0.5,1316,0
1523052002,0,0.5,10088,0
1523052002,0,0.5,392,0
1523052002,0,0.5,589,0
1523052007,0,0.5,1881,0
1523052002,1,0.5,34395,0
1523052011,0,0.5,427,0
1523052025,61,0.5,164,0
1523052001,13,0.5,1240,0
1523052001,0,0.5,92,0
1523052003,0,0.5,174,0
1523052011,0,0.5,5193,0
1523052002,0,0.5,589,0
1523052048,1,0.5,431,0
1523052028,1903,0.5,2402,0
1523052030,0,0.5,176,0
1523052003,0,0.5,10,0
1523052026,0,0.5,2191,0
1523052010,0,0.5,15895,0
1523052018,952,0.5,5,0
1523052028,3,0.5,34,0
1523052011,0,0.5,427,0
1523052030,0,0.5,176,0
1523052025,0,0.5,25,0
1523052009,4,0.5,5,0
1523052020,0,0.5,105,0
1523052015,0,0.5,39045,0
1523052020,0,0.5,5179,0
1523052018,3,0.5,367,0
1523052025,61,0.5,164,0
1523052041,5214,0.5,76,0
1523052021,0,0.5,12279,0
1523052008,0,0.5,428,0
1523052007,0,0.5,1881,0
1523052001,0,0.5,1087,0
1523052022,7,0.5,1560,0
1523052041,1,0.5,1927,0
1523052003,0,0.5,1772,0
1523052016,288,0.5,12966,0
1523052013,0,0.5,15995,0
1523052002,0,0.5,2853,0
1523052005,0,0.5,182,0
1523052001,0,0.5,589,0
1523052002,0,0.5,392,0
1523052019,101,0.5,10327,0
1523052018,3,0.5,367,0
1523052037,0,0.5,126,0
1523052002,1,0.5,34395,0
1523052002,0,0.5,392,0
1523052001,0,0.5,3758,0
1523052000,0,0.5,477,0
1523052003,0,0.5,10701,0
1523052021,0,0.5,58,0
1523052002,0,0.5,1570,0
1523052041,1,0.5,1927,0
1523052021,0,0.5,12279,0
1523052007,0,0.5,1881,0
1523052051,24,0.5,152,0
1523052035,0,0.5,23,0
1523052006,213,0.5,12966,0
1523052001,13,0.5,1240,0
1523052002,0,0.5,589,0
1523052000,0,0.5,63,0
1523052002,0,0.5,1570,0
1523052005,0,0.5,66,0
1523052028,3,0.5,34,0
1523052030,5,0.5,43,0
1523052015,0,0.5,9948,0
1523052036,3283,0.5,236,0
1523052017,1,0.5,16427,0
1523052015,0,0.5,4433,0
1523052004,0,0.5,2813,0
1523052001,0,0.5,92,0
1523052000,0,0.5,360,0
1523052043,0,0.5,139,0
1523052027,0,0.5,9173,0
1523052018,0,0.5,2687,0
1523052039,0,0.5,2902,0
1523052007,3,0.5,2061,0
1523052000,0,0.5,477,0
1523052003,0,0.5,10701,0
1523052020,0,0.5,24901,0
1523052020,0,0.5,5179,0
1523052001,0,0.5,3758,0
1523052020,0,0.5,5179,0
1523052002,0,0.5,10088,0
1523052024,6,0.5,5085,0
1523052040,0,0.5,90,0
1523052015,0,0.5,9948,0
1523052026,0,0.5,287,0
1523052026,0,0.5,2191,0
1523052002,0,0.5,1570,0
1523052002,0,0.5,1570,0
1523052016,288,0.5,12966,0
1523052002,0,0.5,85,0
1523052002,0,0.5,2853,0
1523052016,288,0.5,12966,0
1523052041,39,0.5,131,0
1523052013,0,0.5,15995,0
1523052002,0,0.5,305,0
1523052033,0,0.5,51,0
1523052022,7,0.5,1560,0
1523052011,0,0.5,427,0
1523052053,0,0.5,69,0
1523052023,1,0.5,346,0
1523052000,0,0.5,247,0
1523052019,0,0.5,437,0
1523052013,3283,0.5,258,0
1523052004,0,0.5,2173,0
1523052013,3283,0.5,258,0
1523052041,0,0.5,60,0
1523052030,0,0.5,176,0
1523052004,0,0.5,27,0
1523052003,0,0.5,1772,0
1523052001,0,0.5,92,0
1523052037,0,0.5,59,0
1523052015,0,0.5,39045,0
1523052013,68,0.5,1573,0
1523052021,0,0.5,41,0
1523052037,0,0.5,59,0
1523052003,0,0.5,1881,0
1523052001,0,0.5,1087,0
1523052010,0,0.5,15895,0
1523052012,68,0.5,12,0
1523052036,3283,0.5,236,0
1523052018,952,0.5,5,0
1523052018,0,0.5,2687,0
1523052000,0,0.5,63,0
1523052017,0,0.5,16427,0
1523052020,0,0.5,5179,0
1523052004,0,0.5,2813,0
1523052005,0,0.5,66,0
1523052011,0,0.5,427,0
1523052020,7,0.5,138,0
1523052000,0,0.5,247,0
1523052036,3283,0.5,236,0
1523052033,0,0.5,51,0
1523052004,0,0.5,2173,0
1523052002,1,0.5,34395,0
1523052004,0,0.5,27,0
1523052004,0,0.5,9851,0
1523052015,7,0.5,57,0
1523052003,0,0.5,10701,0
1523052019,0,0.5,437,0
1523052003,0,0.5,1087,0
1523052003,0,0.5,10,0
1523052041,0,0.5,60,0
1523052047,0,0.5,219,0
1523052018,0,0.5,2687,0
1523052028,3,0.5,34,0
1523052041,1,0.5,1927,0
1523052025,61,0.5,164,0
1523052015,0,0.5,4433,0
1523052002,0,0.5,392,0
1523052028,1903,0.5,2402,0
1523052044,0,0.5,149,0
1523052030,94,0.5,862,0
1523052007,0,0.5,1881,0
1523052019,101,0.5,10327,0
1523052016,4286,0.5,3,0
1523052020,0,0.5,5179,0
1523052004,0,0.5,27,0
1523052031,0,0.5,150,0
1523052029,0,0.5,7081,0
1523052007,3,0.5,2061,0
1523052006,213,0.5,12966,0
1523052020,0,0.5,105,0
1523052005,0,0.5,66,0
1523052003,0,0.5,10701,0
1523052006,213,0.5,12966,0
1523052005,0,0.5,1881,0
1523052026,0,0.5,287,0
1523052004,0,0.5,1881,0
1523052008,0,0.5,428,0
1523052007,0,0.5,1881,0
1523052015,7,0.5,57,0
1523052004,0,0.5,2173,0
1523052029,1,0.5,431,0
1523052025,0,0.5,25,0
1523052000,4886,0.5,977,0
1523052002,0,0.5,85,0
1523052027,0,0.5,9173,0
1523052029,0,0.5,7081,0
1523052007,3,0.5,2061,0
1523052043,0,0.5,1460,0
1523052005,0,0.5,66,0
1523052043,0,0.5,7611,0
1523052026,0,0.5,287,0
1523052026,0,0.5,287,0
1523052012,68,0.5,12,0
1523052028,3,0.5,34,0
1523052044,0,0.5,149,0
1523052025,0,0.5,25,0
1523052030,0,0.5,268,0
1523052030,365,0.5,1632,0
1523052033,0,0.5,51,0
1523052023,0,0.5,34,0
1523052029,1,0.5,431,0
1523052031,0,0.5,150,0
1523052041,0,0.5,60,0
1523052027,0,0.5,302,0
1523052018,3,0.5,367,0
1523052020,0,0.5,24901,0
1523052034,1,0.5,431,0
1523052026,0,0.5,2191,0
1523052029,0,0.5,7081,0
1523052013,3283,0.5,258,0
1523052028,3,0.5,893,0
1523052015,7,0.5,57,0
1523052003,0,0.5,1772,0
1523052000,0,0.5,63,0
1523052002,0,0.5,2853,0
1523052030,0,0.5,176,0
1523052026,0,0.5,1089,0
1523052029,0,0.5,7081,0
1523052030,0,0.5,268,0
1523052031,0,0.5,602,0
1523052041,39,0.5,131,0
1523052029,1,0.5,431,0
1523052036,3283,0.5,236,0
1523052002,0,0.5,1231,0
1523052021,0,0.5,12279,0
1523052025,61,0.5,164,0
1523052025,61,0.5,164,0
1523052003,0,0.5,10,0
1523052003,0,0.5,1772,0
1523052024,6,0.5,5085,0
1523052000,0,0.5,360,0
1523052002,0,0.5,2853,0
1523052025,0,0.5,25,0
1523052003,0,0.5,1087,0
1523052012,68,0.5,12,0
1523052028,101,0.5,623,0
1523052002,0,0.5,1231,0
1523052043,0,0.5,139,0
1523052001,0,0.5,589,0
1523052039,0,0.5,823,0
1523052015,0,0.5,39045,0
1523052041,1,0.5,1927,0
1523052000,0,0.5,247,0
1523052002,0,0.5,1231,0
1523052002,0,0.5,1231,0
1523052043,0,0.5,7611,0
1523052020,0,0.5,105,0
1523052053,215,0.5,42,0
1523052028,3,0.5,34,0
1523052011,0,0.5,5193,0
1523052019,101,0.5,10327,0
1523052013,3282,0.5,258,0
1523052003,0,0.5,1772,0
1523052001,0,0.5,1087,0
1523052000,0,0.5,247,0
1523052028,0,0.5,58,0
1523052001,0,0.5,1087,0
1523052002,0,0.5,589,0
1523052007,0,0.5,1881,0
1523052028,101,0.5,623,0
1523052004,0,0.5,2173,0
1523052023,1,0.5,346,0
1523052000,4886,0.5,977,0
1523052016,4286,0.5,3,0
1523052002,0,0.5,305,0
1523052000,0,0.5,477,0
1523052025,0,0.5,25,0
1523052001,0,0.5,92,0
1523052039,0,0.5,553,0
1523052002,0,0.5,1231,0
1523052002,0,0.5,85,0
1523052041,1,0.5,1927,0
1523052002,0,0.5,10088,0
1523052030,5,0.5,43,0
1523052003,0,0.5,10701,0
1523052040,0,0.5,90,0
1523052005,0,0.5,1881,0
1523052030,5,0.5,43,0
1523052004,0,0.5,1881,0
1523052004,0,0.5,27,0
1523052002,0,0.5,2853,0
1523052004,0,0.5,9851,0
1523052002,0,0.5,2853,0
1523052049,38,0.5,1564,0
1523052043,0,0.5,139,0
1523052003,0,0.5,10,0
1523052002,0,0.5,589,0
1523052003,0,0.5,1881,0
1523052023,0,0.5,34,0
1523052028,3,0.5,893,0
1523052002,0,0.5,85,0
1523052004,0,0.5,2813,0
1523052005,0,0.5,182,0
1523052003,0,0.5,1772,0
1523052004,0,0.5,2813,0
1523052000,0,0.5,247,0
1523052026,0,0.5,1089,0
1523052002,0,0.5,1231,0
1523052021,0,0.5,12279,0
1523052030,0,0.5,176,0
1523052033,0,0.5,51,0
1523052020,0,0.5,105,0
1523052021,0,0.5,41,0
1523052020,0,0.5,24901,0
1523052005,0,0.5,1881,0
1523052023,0,0.5,34,0
1523052021,0,0.5,58,0
1523052043,0,0.5,139,0
1523052020,0,0.5,24901,0
1523052019,101,0.5,10327,0
1523052021,0,0.5,58,0
1523052003,0,0.5,10701,0
1523052020,0,0.5,5179,0
1523052021,0,0.5,12279,0
1523052000,0,0.5,247,0
1523052028,1903,0.5,2402,0
1523052020,7,0.5,138,0
1523052000,0,0.5,63,0
1523052030,0,0.5,268,0
1523052004,0,0.5,2813,0
1523052026,0,0.5,287,0
1523052003,0,0.5,1087,0
1523052019,0,0.5,437,0
1523052027,0,0.5,9173,0
1523052003,0,0.5,10,0
1523052003,0,0.5,10701,0
1523052019,101,0.5,10327,0
1523052001,0,0.5,3758,0
1523052035,0,0.5,138,0
1523052041,5214,0.5,76,0
1523052018,0,0.5,2687,0
1523052017,1,0.5,16427,0
1523052043,0,0.5,7611,0
1523052012,68,0.5,12,0
1523052020,0,0.5,105,0
1523052004,0,0.5,2813,0
1523052003,0,0.5,10,0
1523052018,952,0.5,5,0
1523052002,0,0.5,1231,0
1523052018,3,0.5,367,0
1523052001,13,0.5,1240,0
1523052019,101,0.5,10327,0
1523052017,0,0.5,16427,0
1523052002,0,0.5,1231,0
1523052018,0,0.5,2687,0
1523052003,0,0.5,10701,0
1523052017,0,0.5,16427,0
1523052028,3,0.5,34,0
1523052026,0,0.5,287,0
1523052035,0,0.5,23,0
1523052016,4286,0.5,3,0
1523052030,94,0.5,862,0
1523052004,0,0.5,27,0
1523052039,0,0.5,553,0
1523052016,288,0.5,12966,0
1523052030,365,0.5,1632,0
1523052015,0,0.5,39045,0
1523052026,0,0.5,2191,0
1523052000,0,0.5,360,0
1523052013,0,0.5,15995,0
1523052015,7,0.5,57,0
1523052001,0,0.5,1087,0
1523052002,3439,0.5,236,0
1523052026,0,0.5,2191,0
1523052013,3283,0.5,258,0
1523052015,0,0.5,4433,0
1523052026,0,0.5,1089,0
1523052046,2,0.5,1703,0
1523052011,0,0.5,427,0
1523052002,0,0.5,392,0
1523052015,0,0.5,9948,0
1523052041,39,0.5,131,0
1523052030,365,0.5,1632,0
1523052000,0,0.5,477,0
1523052041,1,0.5,1927,0
1523052048,1,0.5,431,0
1523052013,3283,0.5,258,0
1523052028,3,0.5,893,0
1523052015,0,0.5,4433,0
1523052000,0,0.5,360,0
1523052000,0,0.5,247,0
1523052033,0,0.5,1316,0
1523052021,0,0.5,58,0
1523052001,0,0.5,92,0
1523052011,0,0.5,5193,0
1523052026,0,0.5,1089,0
1523052015,0,0.5,9948,0
1523052012,68,0.5,12,0
1523052026,0,0.5,1089,0
1523052029,0,0.5,431,0
1523052023,260,0.5,733,0
1523052002,3439,0.5,236,0
1523052000,4886,0.5,977,0
1523052039,0,0.5,2902,0
1523052031,0,0.5,150,0
1523052013,68,0.5,1573,0
1523052012,68,0.5,12,0
1523052035,0,0.5,138,0
1523052003,0,0.5,174,0
1523052030,94,0.5,862,0
1523052016,4286,0.5,3,0
1523052018,952,0.5,5,0
1523052015,0,0.5,39045,0
1523052037,0,0.5,126,0
1523052021,0,0.5,58,0
1523052021,0,0.5,12279,0
1523052020,0,0.5,24901,0
1523052049,118,0.5,6274,0
1523052020,0,0.5,105,0
1523052012,68,0.5,12,0
1523052000,4886,0.5,977,0
1523052020,7,0.5,138,0
1523052021,0,0.5,41,0
1523052018,3,0.5,367,0
1523052005,0,0.5,182,0
1523052007,3,0.5,2061,0
1523052001,0,0.5,589,0
1523052003,0,0.5,10,0
1523052026,0,0.5,1089,0
1523052021,0,0.5,12279,0
1523052020,0,0.5,24901,0
1523052022,7,0.5,1560,0
1523052016,4286,0.5,3,0
1523052020,7,0.5,138,0
1523052019,0,0.5,437,0
1523052003,0,0.5,174,0
1523052049,38,0.5,1564,0
1523052003,0,0.5,1087,0
1523052019,101,0.5,10327,0
1523052028,3,0.5,893,0
1523052011,0,0.5,427,0
1523052020,0,0.5,5179,0
1523052002,0,0.5,1231,0
1523052000,0,0.5,247,0
1523052018,0,0.5,2687,0
1523052013,0,0.5,15995,0
1523052019,101,0.5,10327,0
1523052019,0,0.5,437,0
1523052022,7,0.5,1560,0
1523052018,952,0.5,5,0
1523052025,0,0.5,25,0
1523052022,7,0.5,1560,0
1523052002,0,0.5,85,0
1523052002,0,0.5,1231,0
1523052006,213,0.5,12966,0
1523052016,4286,0.5,3,0
1523052019,0,0.5,437,0
1523052016,288,0.5,12966,0
1523052024,6,0.5,5085,0
1523052002,0,0.5,305,0
1523052015,0,0.5,39045,0
1523052011,0,0.5,5193,0
1523052015,7,0.5,57,0
1523052002,0,0.5,305,0
1523052022,7,0.5,1560,0
1523052000,0,0.5,63,0
1523052019,101,0.5,10327,0
1523052023,1,0.5,346,0
1523052002,3439,0.5,236,0
1523052025,61,0.5,164,0
1523052023,1,0.5,346,0
1523052010,0,0.5,15895,0
1523052002,0,0.5,589,0
1523052002,0,0.5,1231,0
1523052005,0,0.5,66,0
1523052019,0,0.5,437,0
1523052013,68,0.5,1573,0
1523052018,0,0.5,2687,0
1523052003,0,0.5,174,0
1523052025,0,0.5,25,0
1523052023,0,0.5,27,0
1523052003,0,0.5,1772,0
1523052003,0,0.5,10701,0
1523052015,7,0.5,57,0
1523052002,0,0.5,1570,0
1523052002,0,0.5,1231,0
1523052023,1,0.5,346,0
1523052002,0,0.5,305,0
1523052003,0,0.5,10,0
1523052004,0,0.5,2173,0
1523052003,0,0.5,174,0
1523052003,0,0.5,1881,0
1523052015,0,0.5,39045,0
